"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"184","A Kumar;","Problem Generation: Evaluation of Two Domains in Operating Systems ","FLAIRS The AI Research Society Conference Conference","5","16","184"
"185","A Kumar;","Recent Dissertations: Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","SIGART Bulletin","5","17","185"
"186","A Kumar;","A Reified Interface for a Tutor on Program Debugging ","ICALT IEEE International Conference Advanced Learning Technologies","5","18","186"
"187","A Kumar;","Representation and Diagnosis Using Function in Classes","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Representing and Reasoning with Device Function Montreal Computer Animation","5","19","187"
"188","A Kumar;","Using Classes to Reason About Devices","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing and Reasoning About Function","5","20","188"
"189","A Kumar;","Using Patterns to Teach Recursion in LISP","Proceedings of the Eastern Small Computing Conference ESCCC Marywood K","5","21","189"
"190","A Kumar;Ellis Zsoldos primary author ","Developing Courseware for Precedence and Associativity of Operators in C"," Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New","5","22","190"
"191","A Kumar;Andrew Morrissey primary author ","Multimedia Courseware for Counter-Controlled Loops in Java"," The Journal of Computing Small Colleges","5","23","191"
"192","A Kumar;J Chen; J Choi; J Geller; M R Taie; S C Shapiro; S N Srihari ; S J Upadhyaya","VMES: A Versatile Maintenance Expert System","Department of Computer Science State University of New at Number","5","24","192"
"193","A Kumar;Luca Chittaro;","Modeling and Reasoning with Function","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Function","5","25","193"
"194","A Kumar;L Chittaro","Reasoning about Function and its applications to engineering"," Artificial Intelligence Engineering","5","26","194"
"195","A Kumar;Lawrence D Antonio ; Claire Lichack;","Implementing a Windows Based Courseware Authoring System","The Journal of Computing Small Colleges","5","27","195"
"196","A Kumar;P A V Hall; E S Adams; L Carswell; A Ellis; J Meyer ; J Motil","Interactive Multimedia Pedagogies - Report of the Working Group on Interactive Multimedia Pedagogy","Proceedings of The First Association for Computing Machinery ACM SIGCSE SIGCUE Special Interest Group Computer Science Education Computers Undergraduate Education Conference Integrating Technology into Computer Science Education Barcelona","5","28","196"
"197","A Kumar;Elliot B Koffman ; Juan Alvarez ; Juris Reinfelds ; Maria Lucia B Lisboa ; Peter Van Roy ; Raul Sidnei Wazlawick ; Torsten Brinda","Teaching Programming and Problem Solving ","Informatics Curricula and Teaching Methods","5","29","197"
"198","A Kumar;Claire P Lichack","Acharya: Multimedia Courseware"," Proceedings of the Eleventh Annual Eastern Small Computing Conference ESCCC Iona New Rochelle","5","30","198"
"199","A Kumar;Claire Lichack","Pedagogical Evaluation of Multimedia Courseware for Computer Science","Proceedings of the Frontiers Education Conference Teaching and Learning an Era of Change","5","31","199"
"200","A Kumar;Claire Lichack","Pedagogical Evaluation of Multimedia Courseware for Science"," The Journal of Computing Small Colleges","5","32","200"
"201","A Kumar;N Parameswaran","Metalevel Programming in Robotics"," at the Workshop Space Telerobotics Jet Propulsion Laboratory","5","33","201"
"202","A Kumar;S J Upadhyaya;","Abstraction and Approximation in Diagnostic Reasoning","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Approximation Abstraction of Computational Theories San Jose Computer Animation","5","34","202"
"203","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Diagnosis"," Proceedings of The Tenth IEEE Conference Artificial Intelligence for Applications CAIA San Antonio Acceptance rate","5","35","203"
"204","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Model Based Diagnosis"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Reasoning About Function D C","5","36","204"
"205","A Kumar;","Accounting for Context-Sensitivity of Function","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Modeling Context Knowledge Representation and Reasoning Montreal Computer Animation","5","1","205"
"206","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Reasoning About Devices"," for publication Artificial Intelligence Engineering","5","37","206"
"207","A Kumar;","Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","Department of Computer Science State University of New at Number Dissertation","5","2","207"
"208","A Kumar;S J Upadhyaya","Focusing Candidate Generation"," Artificial Intelligence Engineering","5","38","208"
"209","A Kumar;","Function Based Reasoning","The Knowledge Engineering Review","5","3","209"
"210","A Kumar;","Function-based reasoning: An introduction ","Applied Artificial Intelligence","5","4","210"
"211","A Kumar;Shambhu J Upadhyaya","Function-based candidate discrimination during model-based diagnosis ","Applied Artificial Intelligence","5","39","211"
"212","A Kumar;","Fork Diagrams for Teaching Selection in CS I","Proceedings of The Twenty Seventh SIGCSE Special Interest Group Computer Science Education Technical Symposium Computer Science Education","5","5","212"
"213","A Kumar;","Generating challenging problems for first-fit storage placement algorithm","Proceedings of the Artificial Intelligence Research Symposium FLAIRS The AI Research Society Conference Special Track Intelligent Tutoring Systems Daytona Beach K","5","6","213"
"214","A Kumar;","Generating Challenging Problems in Intelligent Tutoring Systems: A Case Study of Storage Placement Algorithms","Proceedings of the Eighth International PEG Conference Sozopol K","5","7","214"
"215","A Kumar;","Links ","Intelligence","5","8","215"
"216","A Kumar;","Learning Programming by Solving Problems ","Informatics Curricula and Teaching Methods","5","9","216"
"217","A Kumar;S J Upadhyaya","Framework for Function Based Diagnosis"," Department of Computer Science State University of New at Number","5","40","217"
"218","A Kumar;S J Upadhyaya","A Theory of Function Based Diagnosis"," Proceedings of the West International Conference Intelligent Systems","5","41","218"
"219","A Kumar;S J Upadhyaya","Teleological Reasoning in Model Based Diagnosis"," for poster presentation at IEEE Conference Tools with Artificial Intelligence TAI New Orleans","5","42","219"
"220","A Kumar;S J Upadhyaya;","Teleological Reasoning in Model Based Diagnosis","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Device Function","5","43","220"
"221","A Kumar;S J Upadhyaya","Teleology in Model Based Diagnosis"," Working Notes of the Fifth International Workshop Principles of Diagnosis DX New Paltz","5","44","221"
"222","A Kumar;S J Upadhyaya","Automating Representation"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Model Based Reasoning","5","45","222"
"223","A Kumar; A R Naseer ; C S Ajay ; D Harikrishna ; M Balakrishnan ; M Karunakaran ; Shashi Kumar ; V Mudgil","High Level Design Experiences with IDEAS ","VLSI Very Large Scale Integration Design","6","1","223"
"224","A Kumar; M Balakrishnan ; M V Rao","DESSERT: Design Space Exploration of RT Level Components ","VLSI Very Large Scale Integration Design","6","2","224"
"225","A Kumar; M Balakrishnan ; Vishal P Bhatt","Exploring the Number of Register Windows in ASIP Synthesis ","VLSI Very Large Scale Integration Design","6","3","225"
"226","A Kumar; M Balakrishnan ; Murali Mohan ; Rohini Krishnan","A New Divide and Conquer Method for Achieving High Speed Division in Hardware ","VLSI Very Large Scale Integration Design","6","4","226"
"227","A Kumar; A R Naseer ; M Balakrishnan","FAST: FPGA Targeted RTL Structure Synthesis Technique ","VLSI Very Large Scale Integration Design","6","5","227"
"228","A Kumar; Shashi Kumar ; Sushil Chandra Jain","Efficient Embedding of Partitioned Circuits onto Multi-FPGA Boards ","FPL Field Programmable Logic and Applications","6","6","228"
"229","A Kumar; A R Naseer ; M Balakrishnan","An Efficient Technique for Mapping RTL Structures onto FPGAs ","FPL Field Programmable Logic and Applications","6","7","229"
"230","A Kumar; A R Naseer ; M Balakrishnan","Delay Minimal Mapping of RTL Structures onto LUT Based FPGAs ","FPL Field Programmable Logic and Applications","6","8","230"
"231","A Kumar; Laxmi N Bhuyan","Parallel FFT Algorithms for Cache Based Shared Memory Multiprocessors ","ICPP International Conference Parallel Processing","7","1","231"
"232"," Laxmi N Bhuyan H M W Verbeek, W M P van der Aalst and A Kumar; Yeimkuan Chang","A Distributed Cache Coherence Protocol for Hypercube Multiprocessors ","ICPP International Conference Parallel Processing","7","2","232"
"233","A Kumar; Laxmi N Bhuyan ; Phanindra K Mannava","Efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ","Supercomputing","7","3","233"
"234","A Kumar; Hu-Jun Wang ; Laxmi N Bhuyan ; Ravi R Iyer","Impact of CC-NUMA Memory Management Policies on the Application Performance of Multistage Switching Networks ","IEEE Trans Parallel Distrib Syst","7","4","234"
"235","A Kumar; Laxmi N Bhuyan","Evaluating Virtual Channels for Cache-Coherent Shared-Memory Multiprocessors ","International Conference Supercomputing","7","5","235"
"236","A Kumar; Rabi N Mahapatra","Vector Hartley Transform Employing Multiprocessors ","IPPS International Parallel Processing Symposium","7","6","236"
"237","A Kumar; Christos Faloutsos ; Vassilis J Tsotras","Access Methods for Bi-Temporal Databases","Temporal Databases","8","4","237"
"238","A Kumar; Tony T Lee ; Vassilis J Tsotras","A Load-Balanced Parallel Sorting Algorithm for Shared-Nothing Architectures ","Distributed and Parallel Databases","8","1","238"
"239","A Kumar; Christos Faloutsos ; Vassilis J Tsotras","Designing Access Methods for Bitemporal Databases ","IEEE Trans Knowl Data Eng","8","2","239"
"240","A Kumar; Vassilis J Tsotras","Temporal Database Bibliography Update ","SIGMOD International Conference Management of Data Record","8","3","240"
"241","A Kumar; Andrew Y C Nee ; F Mervyn ; S H Bok","Development of an Internet-enabled interactive fixture design system ","Computer Aided Design","9","1","241"
"242","A Kumar; Tan Book Teck ; V Subramanian","A CAD integrated analysis of flatness in a form tolerance zone ","Computer Aided Design","9","2","242"
"243","A Kumar; Jerry Y H Fuh ; T S Kow","An automated design and assembly of interference-free modular fixture setup ","Computer Aided Design","9","3","243"
"244","A Kumar; A Y C Nee ; S Prombanpong","Expert fixture-design system for an automated manufacturing environment ","Computer Aided Design","9","4","244"
