"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"166","Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita","Application of Cluster Variation Method to Three-Dimensional $t$-$J$ Model ","Journal of the Physical Society of","4","41","166"
"167","Kazuyuki Tanaka;Tohru Morita","Application of the culster variation method to three-dimensional $t$-$J$ model II ","Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea","4","42","167"
"168","Kazuyuki Tanaka","Approximate Optimization Algorithms in Markov Random Field Model based on Statistical-mechanical techniques,","Proceedings of International Workshop Soft Computing Industry Muroran Institute of Technology Press Muroran","4","43","168"
"169","Kazuyuki Tanaka","Probabilistic Computational Method in Image Restoration based on Statistical-mechanical Texhniques,","Y Suzuki S Ovaska T Furuhashi R and Y Dote Eds Soft Computing Industrial Applications Springer Verlag Press London Proceedings of th line World Conference Soft Computing Industrial Applications","4","44","169"
"170","Kazuyuki Tanaka;Jun-ichi Inoue;D M Titterington","Probabilistic image processing by means of Bethe approximation for Q-Ising model,","Journal of Physics A Mathematical and General","4","45","170"
"171","Kazuyuki Tanaka","Probabilistic Inference by means of Cluster Variation Method and Linear Response Theory,","IEICE Transactions Information and Systems E D","4","46","171"
"172","Kazuyuki Tanaka;Tsuyoshi Horiguchi","Probabilistic, Iterated and Quantum-Iterated Computational Methods in Gray-Level Image Restration,","Interdisciplinary Information Sciences Postscript","4","47","172"
"173","Kazuyuki Tanaka;Tsuyoshi Horiguchi","Solvable Markov Random Field Model in Color Image Restoration,","Physical Review E Article Postscript","4","48","173"
"174","Kazuyuki Tanaka;Tohru Morita;Kazuo HIROIKE","Spin Pair Correlation Function of the Ising Model on the Brickwork Lattice with Second Neighbor Interactions ","Physica A","4","49","174"
"175","K Tanaka;Makoto Kikuchi","On Formalization of Model-Theoretic Proofs of G&ouml;del's Theorems ","Notre Dame Journal of Formal Logic","4","10","175"
"176","Tohru Morita;Kazuyuki Tanaka","Cluster ZTP in the Recovery of an Image ","Pattern Recognition Letters","4","11","176"
"177","Tohru Morita;Kazuyuki Tanaka","Diagrammatical Techniques for Two-Dimensional Ising models III Ising Model to Vertex Model ","Journal of the Physical Society of","4","12","177"
"178","Tohru Morita;Kazuyuki Tanaka","Determination of Parameters in an Image Recovery by Statistical-mechanical Means ","Physica A","4","13","178"
"179","Tohru Morita;Kazuyuki Tanaka","Generalized Heisenberg model of spin $S$ Greater than $ / $ equivalent to those of spin $ / $ or $ $ ","Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea","4","14","179"
"180","Tohru Morita;Kazuyuki Tanaka","Generalized Heisenberg Model of Spin $S$ Greater than $ / $ Equivalent to that of Spin $ / $ ","Journal of the Physical Society of","4","15","180"
"181","Tohru Morita;Kazuyuki Tanaka","Generalized $t$-$J$ Model with General Half-odd-integral Spin $S$ ","Physics Letters A","4","16","181"
"182","Tohru Morita;Kazuyuki Tanaka","A Lattice Model of Flux Lines ","Physics Letters A see also Physics Letters A p","4","17","182"
"183","Kazuyuki Tanaka","Staistical-mechanical Iterative Algorithm by means of Cluster Variation Method in Compound Gauss-Markov Random Field Model,","Transactions of Japanese Society for Artificial Intelligence","4","50","183"
"184","Tohru Morita;Kazuyuki Tanaka;Kazuo Hiroike","One-Dimension Binary Mixture of Hard Rods with Non-Additive Distances of Contact ","Molecular Physics","4","18","184"
"185","Kazuyuki Tanaka;Mikako Ichioka;Tohru Morita","Statistical-Mechanical Algorithm in MRF Model based on Variational Principle,","Proceedings of the th international conference Pattern Recognition II Track B Pattern Recognition and Signal Analysis IEEE Computer Society Press Los Alamos Carifornia File","4","51","185"
"186","Yasuo Murai;Kazuyuki Tanaka;Tohru Morita","Numerical Study of D ANNNI model in the Cluster Variation Method ","Physica A","4","19","186"
"187","Kazuyuki Tanaka;Tohru Morita","Statistical-mechanical Study of the Image Restoration based on the Markov Random Field Model,","Proceedings of international Workshop Soft Computing Industory Muroran Institute of Technology Press Muroran","4","52","187"
"188","Kazuyuki Tanaka;Tohru Morita","Statistical-Mechanical Iterative Algorithm for Image Restoration of a Gray Level Image,","IEICE Transactions A J A Japanese","4","53","188"
"189","Kazuyuki Tanaka;Mikako Ichioka;Tohru Morita","Statistical-Mechanical Iterative Method in Image Restoration,","IEICE Transactions A J A Japanese","4","54","189"
"190","Kazuyuki Tanaka;Tohru Morita","Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Checkerboard Lattice ","Progress of Theoretical Physics","4","55","190"
"191","Kazuyuki Tanaka;Tohru Morita","Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Generalized Kagom\'{e} Lattice ","Journal of the Physical Society of","4","56","191"
"192","Kazuyuki Tanaka;Tohru Morita","Asymptotic Behaviors of Modified Block Toeplitz Determinant ","Progress of Theoretical Physics","4","57","192"
"193","Kazuyuki Tanaka;Tohru Morita","Asymptotic Forms of Some Block Toeplitz Determinants ","Progress of Thoeretical Physics","4","58","193"
"194","Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita","Three-dimensional $t$-$J$ model and cluster variation method Physica B, - - "," Proceedings of XX International Conference Low Temperature Physics University","4","59","194"
"195","K Tanaka;Naoki Shioji","Fixed Point Theory in Weak Second-Order Arithmetic ","Ann Pure Appl Logic","4","20","195"
"196","K Tanaka;Stephen G Simpson ; Takeshi Yamazaki","Some conservation results on week K&ouml;nig's lemma ","Ann Pure Appl Logic","4","21","196"
"197","Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita","Coherent-Anomaly Analysis with Cluster Variation Method for Spin-Pair Correlation Function of Ising Model ","Journal of The Physical Society of","4","22","197"
"198","Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita","Coherent-Anomaly Analysis with Cluster Variation Method for Two-dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Progress of Theoretical Physics Supplement","4","23","198"
"199","Kazuyuki Tanaka;Norihiro Hoshi;Tsuyoshi Horiguchi","Color Image Compression Algorithm Using Self-Organizing Feature Map, Interdisciplinary","Information Sciences Postscript Compressed Postscript","4","24","199"
"200","Kazuyuki Tanaka;Hiromichi Ebisawa;Tohru Morita","Cluster variation method for two-dimensional Hubbard and $t$-$J$ models Physica C, - , PT - "," Proceedings of conference Marerials Mechanisms of Superconductivity High Temperature Superconductors IV MMS HTSC IV","4","25","200"
"201","Kazuyuki Tanaka;Tohru Morita","Cluster Variation Method and Image Restoration Problem ","Physics Letters A","4","26","201"
"202","Kazuyuki Tanaka;Daiki Furusato;Tsuyoshi Horiguchi","Coupled Markov Random Field Models with Phases as Line Field and Region Field,","IEICE Transactions D II J D II Japanese translated Systems and Computers English","4","27","202"
"203","Kazuyuki Tanaka","Theoretical Study of Hyperparameter Estimation by Maximization of Marginal Likelihood in Image Restoration by means of Cluster Variation Method,","IEICE Transactions A J A Japanese translated Electronics and Communications Part Fundamental Electronic Science English","4","60","203"
"204","Kazuyuki Tanaka;Tohru Morita","Correlated Random Field Ising Model and Image Restoration Problem,","edited by M Suzuki and N Kawashima World Scientific Publishing Coporation Press Proceedings of International Symposium Coferent Approaches to Fluctuations Kyoto","4","28","204"
"205","Kazuyuki Tanaka","Automatic Hyperparameter Estimation in Probabilistic Image Restoration Algorithm based on Gibbs Microcanonical Distribution ","IEICE Transactions D II J D II to be translated Systems and Computers","4","61","205"
"206","Kazuyuki Tanaka;Tohru Morita;Kazuo Hiroike","Correlation Functions of a One-Dimensional Lattice Gas with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Progress of Theoretical Physics","4","29","206"
"207","K Tanaka;","Weak Axioms of Determinacy and Subsystems of Analysis II Sigma   Games ","Ann Pure Appl Logic","4","1","207"
"208","K Tanaka;Takeshi Yamazaki","A Non-Standard Construction of Haar Measure and Weak K&ouml;nig's Lemma ","J Symb Log","4","62","208"
"209","K Tanaka;","Non standard Analysis in WKLo ","Math Log Q","4","2","209"
"210","K Tanaka;","The Self-Embedding Theorem of WKL  and a Non-Standard Method ","Ann Pure Appl Logic","4","3","210"
"211","Yasushi Honda;Kazuyuki Tanaka;Tsuyoshi Horiguchi","Critical Behavior of a Frustrated Spin- Ising Model ","Physical Review B","4","4","211"
"212","Tsuyoshi Horiguchi;Kazuyuki Tanaka;Tohru Morita","Coherent-Anomaly Method for the Wave-Number Dependence of the Susceptibility ","Journal of The Physical Society of","4","5","212"
"213","Tsuyoshi Horiguchi;Kazuyuki Tanaka;Tohru Morita","Low-Temperature Behavior of Antiferromagnetic Ising Model on Triangular Lattice ","Journal of The Physical Society of","4","6","213"
"214","Jun-ichi Inoue;Kazuyuki Tanaka","Dynamical properties of image restoration and hyper-parameter estimation, Neural Networks for Signal Processing XI"," Proceedings of the IEEE Signal Processing Society Workshop","4","7","214"
"215","Jun-ichi Inoue;Kazuyuki Tanaka","Dynamics of the maximum likelihood hyper-parameter estimation in image restoration: Gradient descent versus expectation and maximization algorithm,","Physical Review E Article Postscript","4","8","215"
"216","Jun-ichi Inoue;Kazuyuki Tanaka","Mean Field Theory of EM Algorithm for Bayesian Gray Scale Image Restoration,","Journal of Physics A Mathematical and General","4","9","216"
"217","K Tanaka;Tetsuro Nishino; Robert Beals ","Negation-Limited Circuit Complexity of Symmetric Functions","Information Processing Letters","5","10","217"
"218","K Tanaka;Tetsuro Nishino","On the complexity of negation-limited Boolean networks ","STOC ACM Symposium Theory of Computing","5","11","218"
"219","K Tanaka;Tetsuro Nishino ","On the Complexity of Negation-Limited Boolean Networks Symposium on Theory of Computing, pages - , Montréal, Québec, Canada, May ","","5","12","219"
"220","K Tanaka;Tetsuro Nishino ","On the Negation-Limited Circuit Complexity of Clique Functions","IEICE Transactions Information and Systems E D","5","13","220"
"221","K Tanaka;Tetsuro Nishino ","A Relationship Between the Number of Negations and the Circuit Size","IEICE Transactions Information and Systems E D","5","14","221"
"222","K Tanaka;Masanori Okada; Milan Vlach ","Minimizing Total Completion Time in a Flow Shop Under a -Idle Constraint","Symposium Operations Research Jena","5","15","222"
"223","K Tanaka;Tatsuaki Okamoto; Shigenori Uchiyama ","Quantum Public-Key Cryptosystems","Advances Cryptology CRYPTO Lecture Notes Computer Science pages Santa Barbara","5","16","223"
"224","K Tanaka;Tatsuaki Okamoto; Shigenori Uchiyama ","Quantum Public-Key Cryptosystems","ERATO Workshop Quantum Information Science Tokyo poster session refereed","5","17","224"
"225","K Tanaka;Keiji Omura ","Density Attack to the Knapsack Cryptosystems with Enumerative Source Encoding"," IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","5","18","225"
"226","K Tanaka;Shao Chin Sung","An exponential gap with the removal of one negation gate ","Inf Process Lett","5","19","226"
"227","K Tanaka;Shao-Chin Sung ","Limiting Negations in Bounded-Depth Circuits - An Extension of Markov's Theorem"," ISAAC The th Annual International Symposium Algorithms and Computation Kyoto","5","20","227"
"228","K Tanaka;Shao-Chin Sung ","Lower Bounds on Negation-Limited Inverters","DMTCS CATS The Discrete Mathematics and Theoretical Computer Science Conference and The th Australasian Theory Symposium pages Auckland New Zealand","5","21","228"
"229","K Tanaka;Shao-Chin Sung ","An Exponential Gap with the Removal of One Negation Gate","Information Processing Letters","5","22","229"
"230","K Tanaka;Shigenori Uchiyama ; Tatsuaki Okamoto","Quantum Public-Key Cryptosystems ","CRYPTO International Crytology Conference","5","23","230"
"231","K Tanaka;Milan Vlach","Single Machine Scheduling with Positional Due and Release Dates","International Symposium Mathematical Programming Lausanne","5","24","231"
"232","K Tanaka;Milan Vlach ","Minimizing the Maximum Absolute Lateness and Range of Lateness under Generalized Due Dates on a Single Machine","Annals of Operations Research","5","25","232"
"233","K Tanaka;Milan Vlach ","Minimizing the Range of Lateness on a Single Machine under Generalized Due Dates","Information Systems and Operational Research","5","26","233"
"234","K Tanaka;Milan Vlach ","Improved Algorithms for Single Machine Scheduling with Fuzzy Due Dates","Proceedings of the Second International Symposium Operations Research and its Applications pages Guilin","5","27","234"
"235","K Tanaka;Milan Vlach ","Single Machine Scheduling with Fuzzy Due Dates","Proceedings of the th International Fuzzy Systems Association World Congress volume pages Prague Czech","5","28","235"
"236","K Tanaka;Milan Vlach ","Single Machine Scheduling with Generalized Due Dates","Symposium Combinatorial Optimization London","5","29","236"
"237","K Tanaka;Milan Vlach ","Single Machine Scheduling with Positional Due Dates and Positional Release Times","International Conference Optimization and Optimal Control Lambrecht","5","30","237"
"238","K Tanaka;Milan Vlach ","Single Machine Scheduling to Minimize the Maximum Lateness with Both Specific and Generalized Due Dates","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences E A","5","31","238"
"239","K Tanaka;Milan Vlach ","Single Machine Scheduling to Minimize the Maximum Lateness with Both Specific and Generalized Due Dates","Proceedings of the Second International Symposium Operations Research and its Applications pages Guilin","5","32","239"
"240","K Tanaka;","Quantum Bit-Commitment for Small Storage Based on Quantum One-Way Permutations","New Generation Computing","5","1","240"
"241","K Tanaka;Robert Beals; Tetsuro Nishino ","More on the Complexity of Negation-Limited Circuits","Proceedings of the th Annual ACM Symposium Theory of Computing pages Las Vegas","5","2","241"
"242","K Tanaka;Robert Beals ; Tetsuro Nishino","Negation-Limited Circuit Complexity of Symmetric Functions ","Inf Process Lett","5","3","242"
"243","K Tanaka;Robert Beals; Tetsuro Nishino ","On the Complexity of Negation-Limited Boolean Networks","SIAM Society for Industrial and Applied Mathematics Journal Computing","5","4","243"
"244","K Tanaka;Magnús M Halldórsson ","Approximation and Special Cases of Common Subtrees and Editing Distance","Proceedings of the th International Symposium Algorithms and Computation Lecture Notes Computer Science pages Osaka","5","5","244"
"245","K Tanaka;Ryotaro Hayashi ; Tatsuaki","An RSA Family of Trap-door Permutations with a Common Domain and its Applications"," PKC The th International Workshop Practice and Theory Public Key Cryptography","5","6","245"
"246","K Tanaka;Toshiyuki Isshiki ","An Efficient Anonymous Group Identification Scheme with Human Memorizable Secret Keys"," WISICT The Winter International Symposium Information and Communication Technologies Cancun","5","7","246"
"247","K Tanaka;Toshiyuki Isshiki ","An Efficient Anonymous Group Identification Scheme with Short Secret Keys"," IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","5","8","247"
"248","K Tanaka;Magn&uacute;s M Halld&oacute;rsson","Approximation and Special Cases of Common Subtrees and Editing Distance ","ISAAC International Symposium Algorithms and Computation","5","9","248"
"249","EHernan Aguirre;Kiyoshi Tanaka;Tatsuo Sugimura","Accelerated Image Halftoning Technique Using Improved Genetic Algorithm"," IEICE Trans Fundamentals E A","6","1","249"
"250","EHernan Aguirre;Kiyoshi Tanaka","Genetic algorithms on NK-landscapes: effec ts of selection, drift, mutation, and recombination"," Lecture Note Computer Science Springer","6","2","250"
"251","EHernan Aguirre;Kiyoshi Tanaka;Tatsuo Sugimura;Shinjiro Oshita","Halftone Image Generation with Improved Multiobjective Genetic Algorithm"," Lecture Note Computer Science Springer","6","3","251"
"252","EHernan Aguirre;Kiyoshi Tanaka;Tatsuo Sugimura","Empirical Model with Coopera tive-Competitive Genetic Operators to Improve GAs: Performance Investigation with Multiple / Knapsack Problem"," IP SJ Journal","6","4","252"
"253","EHernan Aguirre;Kiyoshi Tanaka;Shinjiro Oshita","Performance Study of a Di stributed Genetic Algorithm with Parallel Cooperative-Competitive Genetic Operators"," IEICE Trans Fundamentals E A","6","5","253"
"254","EHernan Aguirre;Kiyoshi Tanaka","Parallel Varying Mutation in Deterministic and Self-Adaptive Gas"," Lecture Note Computer Science Springer","6","6","254"
"255","EHernan Aguirre;Kiyoshi Tanaka;Tatsuo Sugimura;Shinjiro Oshita","Simultan eous Halftone Image Generation with Improved Multiobjective Genetic Algorithm"," IEICE Trans Fundamentals E A","6","7","255"
"256","K Tanaka;Hern&aacute;n E Aguirre ; Tatsuo Sugimura","Cooperative Crossover and Mutation Operators in Genetic Algorithms ","GECCO The Genetic and Evolutionary Computation Conference","6","8","256"
"257","K Tanaka;Hern&aacute;n E Aguirre","Genetic Algorithms on NK-Landscapes: Effects of Selection, Drift, Mutation, and Recombination ","EvoWorkshops","6","9","257"
"258","K Tanaka;Hern&aacute;n E Aguirre ; Shinjiro Oshita ; Tatsuo Sugimura","Halftone Image Generation with Improved Multiobjective Genetic Algorithm ","EMO Evolutionary Multi Criterion Optimization","6","10","258"
"259","K Tanaka;Hern&aacute;n E Aguirre","Parallel Varying Mutation in Deterministic and Self-adaptive GAs ","PPSN Parallel Problem Solving from Nature","6","11","259"
"260","K Tanaka;Kazuo Ichikawa ; Kiichiro Fukami ; Koji Hiroshima ; Manabu Ichikawa ; Shoji Kondo ; Shoko Tanabe","Web-Page Color Modification for Barrier-Free Color Vision with Genetic Algorithm ","GECCO The Genetic and Evolutionary Computation Conference","6","12","260"
"261","EKineo Matsui;Kiyoshi Tanaka","Video- Steganography: - How to Secretly Embe d a Signature in a Picture -"," Proc Technological Strategies for Protecting Intellectual Property the Networked Multimedia Environment","6","13","261"
"262","K Tanaka;Emi Myodo ; Hern&aacute;n E Aguirre","Improved Image Halftoning Technique Using GAs with Concurrent Inter-block Evaluation ","GECCO The Genetic and Evolutionary Computation Conference","6","14","262"
"263","EShuichi Takano;Kiyoshi Tanaka;Tatsuo Sugimura","Data Hiding via Steganograph ic Image Transformation"," IEICE Trans Fundamentals E A","6","15","263"
"264","EShuichi Takano;Kiyoshi Tanaka;Tatsuo Sugimura","Data Hiding under Fractal Image Generation via Fourier Filtering Method"," IEICE Trans Information Systems E D","6","16","264"
"265","EYoshihiro Tanigaki;Kiyoshi Tanaka;Tatsuo Sugimura;Soji Kondo","Color Wat ermarking Based on Color Vision Model"," IEICE Trans J D II Japanese","6","17","265"
"266","ETomoya Umemura;Hernan Aguirre;Kiyoshi Tanaka","Multi-level Image Halftoni ng Technique with Genetic Algorithms"," IEICE Trans Fundamentals E A","6","18","266"
"267","EKenji Yano;Kiyoshi Tanaka","Image Encryption Scheme based on a Truncated B aker Transformation"," IEICE Trans Fundamentals E A","6","19","267"
"268","K Tanaka; Hirokazu Taki ; Norihiro Abe","Understanding of Mechanical Assembly Instruction Manual by Integrating Vision and Language Processing and Simulation ","ICRA International Conference Robotics and Automation","7","1","268"
"269","K Tanaka; Akira Yokota ; Hirokazu Taki ; Norihiro Abe ; Yasuhiro Watanabe ; Yoshimasu Kinoshita","Surface Model Generation by the Relics from Slice Images, and the Approach to the Automatic Restoration ","ICHIM International Conference Hypermedia and Interactivity Museums","7","2","269"
"270","K Tanaka; Hirokazu Taki ; Norihiro Abe","A System for Understanding a Mechanical Assembly Instruction Manual Using Virtual Space ","ISMIS International Syposium Methodologies for Intelligent Systems","7","3","270"
"271","K Tanaka; Akira Yokota ; Hirokazu Taki ; Norihiro Abe ; Yasuhiro Watanabe ; Yoshimasu Kinoshita","Measurement of fragments with MRI and relic restoration using virtual reality technologies ","Systems and Computers","7","4","271"
"272","K Tanaka; Jiang Yu Zheng ; Norihiro Abe ; Tetsuo Ohtsuka","Multiple visual feature identification and integration for D recovery of rotating objects ","Systems and Computers","7","5","272"
"273","K Tanaka; David Niemann ; Hua O Wang ; Jing Li","Dynamic parallel distributed compensation for Takagi-Sugeno fuzzy systems: An LMI approach ","Inf Sci","8","4","273"
"274","K Tanaka; Hidetsugu Abe ; Masahiro Sasaki ; Shin-ichi Sasaki ; Tohru Yamasaki ; Yoshihiro Kudo","A convenient notation system for organic structure on the basis of connectivity stack ","Journal of Chemical Information and Computer Sciences","8","5","274"
"275","K Tanaka; Kazunari Kubota","Memory-Based Learner Model and its Application to a Game Coach ","ECAI European Conference Artificial Intelligence","8","1","275"
"276","K Tanaka; ","Advanced Fuzzy Control of a Trailer Type Mobile Robot - Stability Analysis and Model-Based Fuzzy Control ","ICTAI International Conference Tools with Artificial Intelligence","8","2","276"
"277","K Tanaka; Hua O Wang ; Tsuyoshi Hori","A Dual Design Problem via Multiple Lyapunov Functions ","FUZZ IEEE","8","3","277"
"278","K Tanaka; Scott E Hudson","Providing visually rich resizable images for user interface components ","UIST User Interface Software and Technology","9","1","278"
"279","K Tanaka; Jeremy M Heiner ; Scott E Hudson","Linking and Messaging from Real Paper in the Paper PDA ","ACM Symposium User Interface Software and Technology","9","2","279"
"280","K Tanaka; Jeremy M Heiner ; Scott E Hudson","The Information Percolator: Ambient Information Display in a Decorative Object ","ACM Symposium User Interface Software and Technology","9","3","280"
